url_length,path_length,query_string_length,payload_length,special_char_count,digit_count,uppercase_count,lowercase_count,dot_count,slash_count,percent_encoding_count,null_byte_count,path_depth,query_param_count,has_ip_in_url,is_https,payload_entropy,special_char_ratio,digit_ratio,sql_keyword_count,sql_comment_sequence_count,sql_boolean_logic_count,nosql_operator_count,command_injection_count,xss_keyword_count,xss_event_handler_count,xss_context_break_count,path_traversal_sequence_count,path_traversal_depth,lfi_wrapper_usage,ssrf_indicator_count,open_redirect_param_count,has_user_agent,user_agent_length,user_agent_known_bot,header_order_anomaly,has_cookie,cookie_count,has_referer,has_origin,has_authorization,has_content_security_policy,has_strict_transport_security,has_x_frame_options,status_code,response_length,response_time,contains_error,is_redirect,response_entropy,secure_cookie_present,httponly_cookie_present,server_header_present,missing_security_headers_count,request_anomaly_score,label,label_name
51,8,20,12,20,2,0,41,2,3,0,0,1,1,0,1,3.2516291673878226,0.31746031746031744,0.031746031746031744,0,0,0,0,0,1,0,4,0,0,0,0,0,1,11,1,1,0,0,1,0,0,1,1,1,403,41745,1.8238924757098725,1,0,5.647249562487362,1,1,1,5,0.0,2,xss
72,7,42,34,18,2,52,30,2,3,0,0,1,1,0,1,4.124083797069061,0.16981132075471697,0.018867924528301886,0,0,0,0,2,1,1,4,0,0,0,0,0,1,22,1,1,0,0,1,0,0,1,1,1,403,33926,0.8962533900207624,1,0,5.833757009218432,0,0,1,1,0.0,2,xss
31,12,0,0,6,0,0,25,1,4,0,0,2,0,0,1,0.0,0.1935483870967742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,1,0,200,12684,0.1721497900564266,0,0,1.605941846048334,0,0,1,3,0.0,0,normal
46,9,17,0,9,0,0,37,1,4,0,0,2,1,0,1,0.0,0.1956521739130435,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,1,1,0,200,10388,0.4855373397185736,0,0,5.968549410469106,0,1,1,4,0.0,0,normal
31,12,0,0,6,0,0,25,1,4,0,0,2,0,0,1,0.0,0.1935483870967742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,1,1,1,200,11703,0.5456582604739797,0,0,4.745056172611132,1,1,0,2,0.0,0,normal
40,17,0,0,8,0,0,32,2,5,0,0,3,0,0,1,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,1,0,0,0,0,1,1,1,1,500,37008,0.35769211872619616,1,0,7.822461501128591,0,1,0,3,0.0,7,api_abuse
77,8,45,36,20,8,0,85,6,7,0,0,1,1,0,1,4.104243668758971,0.17699115044247787,0.07079646017699115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,1,0,0,0,0,0,1,1,0,403,34310,8.667940478228076,1,0,1.6681515558747388,1,0,1,0,0.0,3,ssrf
31,12,0,90,15,2,4,92,3,4,0,0,2,0,0,1,4.500862255054369,0.12396694214876033,0.01652892561983471,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,1,0,0,1,1,0,1,1,0,200,8823,0.26816809819900256,0,0,1.5774967759841094,1,0,0,2,0.0,0,normal
28,5,0,72,29,0,0,64,2,3,0,0,1,0,0,1,3.9328751778080844,0.29,0.0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,65,0,1,0,0,0,0,0,0,1,0,500,35819,0.33452889337131125,1,0,4.531397705639441,0,1,1,2,0.2,7,api_abuse
32,13,0,76,14,11,0,83,2,4,0,0,2,0,0,1,4.7002576589333005,0.12962962962962962,0.10185185185185185,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,1,0,0,1,1,0,0,1,0,302,38618,0.13886019880876427,0,1,4.310095136421257,0,1,1,5,0.0,0,normal
33,14,0,30,9,4,0,50,2,4,0,0,2,0,0,1,3.964735178725505,0.14285714285714285,0.06349206349206349,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,1,1,0,0,1,1,201,8438,0.9129223352631216,0,0,7.900932911724275,0,0,1,3,0.0,0,normal
36,7,10,8,13,0,0,31,1,3,0,0,1,1,0,0,2.75,0.29545454545454547,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,65,0,1,0,0,0,0,0,1,0,1,500,20230,3.4243027322168977,1,0,5.947682069588791,1,0,1,0,0.0,1,injection
59,8,27,18,22,14,0,41,8,7,0,0,1,1,1,1,3.197159723424149,0.2857142857142857,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,0,0,1,1,0,403,27429,2.0255189985763136,1,0,3.5051335997828663,0,0,1,4,0.2,3,ssrf
57,7,27,19,14,2,0,60,2,3,0,0,1,1,0,1,3.78714396069814,0.18421052631578946,0.02631578947368421,0,0,0,0,0,3,0,0,0,0,0,0,0,1,12,1,1,0,0,1,0,0,1,1,1,500,35113,0.45793287915448166,1,0,6.372633010331116,0,0,1,4,0.0,2,xss
31,12,0,0,6,0,0,25,1,4,0,0,2,0,0,1,0.0,0.1935483870967742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,1,0,200,18711,0.539609046206952,0,0,0.8088957433075851,1,1,0,0,0.0,0,normal
87,5,57,52,48,8,0,83,22,11,2,1,1,1,0,1,3.9725844982956247,0.34532374100719426,0.05755395683453238,0,0,0,0,0,0,0,0,1,10,0,0,0,1,11,1,1,0,0,0,0,0,1,1,1,404,37399,2.1410114155396047,1,0,2.532086016299324,1,0,0,0,0.2,4,path_traversal
25,0,0,0,6,4,0,15,2,2,0,0,0,0,0,1,0.0,0.24,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,0,0,0,1,1,0,200,5825,0.9503825865791502,0,0,0.5122043794166085,1,1,1,0,0.0,6,recon
51,8,20,12,20,2,0,41,2,3,0,0,1,1,0,1,3.2516291673878226,0.31746031746031744,0.031746031746031744,0,0,0,0,0,1,0,4,0,0,0,0,0,1,22,1,1,0,0,1,0,0,0,1,0,200,47304,0.7241690119478019,0,0,3.2514052465916397,1,1,1,1,0.0,2,xss
60,7,30,25,22,2,0,61,2,5,0,0,1,1,0,1,3.7834651896016473,0.25882352941176473,0.023529411764705882,0,0,0,0,2,2,0,8,0,0,0,0,0,1,59,0,1,0,0,1,0,0,1,1,0,500,6802,1.7702273883688335,1,0,3.9904058775464106,0,0,1,2,0.2,2,xss
49,8,18,13,22,2,0,38,2,7,0,0,1,1,0,1,3.3927474104487847,0.3548387096774194,0.03225806451612903,0,0,0,0,1,1,0,2,0,0,0,0,0,1,11,1,1,0,0,1,0,0,1,1,0,200,41023,0.5808059181929953,0,0,3.2333270420866067,1,0,1,0,0.2,2,xss
36,7,10,8,13,0,0,31,1,3,0,0,1,1,0,0,2.75,0.29545454545454547,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,22,1,1,0,0,0,0,0,0,0,1,200,25008,0.19298913224667247,0,0,1.0765393959443017,0,0,1,0,0.0,1,injection
40,7,14,12,15,6,6,21,1,3,0,0,1,1,0,0,2.8553885422075336,0.28846153846153844,0.11538461538461539,1,1,1,0,0,0,0,2,0,0,0,0,0,1,72,0,1,0,0,0,0,0,0,0,1,500,6292,3.71344636036664,1,0,1.9104938601098291,0,0,1,5,0.0,1,injection
33,14,0,30,9,4,0,50,2,4,0,0,2,0,0,1,4.031401845392172,0.14285714285714285,0.06349206349206349,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,1,0,0,1,1,0,0,1,0,302,35839,0.6862688034775505,0,1,4.5823094482793465,0,0,1,3,0.0,0,normal
64,8,33,25,18,6,4,59,2,3,4,0,1,1,0,1,4.243856189774725,0.20224719101123595,0.06741573033707865,0,0,0,0,0,2,1,0,0,0,0,0,0,1,12,1,1,0,0,1,0,0,0,1,0,403,25156,0.19276357517573733,1,0,1.696470182428901,0,0,0,0,0.0,2,xss
43,7,17,15,19,2,0,35,1,3,0,0,1,1,0,0,3.506890595608519,0.3275862068965517,0.034482758620689655,0,1,0,0,0,0,0,2,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,500,2475,2.5766957525347984,1,0,7.118080271216492,1,0,0,1,0.0,1,injection
50,15,15,0,9,0,0,41,1,5,0,0,3,1,0,1,0.0,0.18,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,1,0,0,1,1,1,200,34604,0.1427535082540785,0,0,0.947499276296601,0,0,1,0,0.0,0,normal
36,13,0,72,31,1,0,69,2,5,0,0,3,0,0,1,3.9328751778080844,0.28703703703703703,0.009259259259259259,1,0,0,0,0,0,0,14,0,0,0,0,0,1,72,0,1,0,0,0,0,0,0,1,0,500,46189,0.297466969415979,1,0,5.62730614318585,0,0,0,1,0.2,7,api_abuse
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,0,1,1,1,200,499,0.6293055377166602,0,0,1.9938277128215915,0,0,1,3,0.0,0,normal
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,0,1,1,0,200,2428,0.604698810012476,0,0,7.567395497633661,1,1,0,0,0.0,0,normal
57,5,29,27,26,2,34,22,2,5,0,0,1,1,0,1,3.8561962982193796,0.30952380952380953,0.023809523809523808,0,0,0,0,2,2,0,12,0,0,0,0,0,1,22,1,1,0,0,1,0,0,1,1,0,403,12547,0.6479718364221702,1,0,3.255046955582232,0,1,1,3,0.2,2,xss
42,12,10,0,8,0,0,34,1,4,0,0,2,1,0,1,0.0,0.19047619047619047,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,0,200,30303,0.36483380278965755,0,0,4.8694074106492,0,1,1,5,0.0,0,normal
24,5,0,0,6,0,0,18,1,4,0,0,2,0,0,1,0.0,0.25,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,1,1,0,200,10852,0.25096091183609137,0,0,4.5612871653551155,1,1,1,0,0.0,0,normal
29,10,0,0,6,0,0,23,1,4,0,0,2,0,0,1,0.0,0.20689655172413793,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,0,1,0,200,48319,0.3758357688146821,0,0,0.5505541102374285,1,1,1,2,0.0,0,normal
28,9,0,0,6,0,0,22,1,4,0,0,2,0,0,1,0.0,0.21428571428571427,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,0,1,0,200,15329,0.5633974731783308,0,0,3.5960370763827387,0,0,1,3,0.0,0,normal
42,14,8,0,8,0,0,34,1,4,0,0,2,1,0,1,0.0,0.19047619047619047,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,0,1,0,200,18453,0.7430101006223003,0,0,1.9837499366426354,0,1,1,4,0.0,0,normal
42,7,16,14,15,4,12,21,1,3,0,0,1,1,0,0,3.378783493486176,0.26785714285714285,0.07142857142857142,0,1,0,0,0,0,0,2,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,1,403,25253,1.148055559268207,1,0,7.207890408474157,0,1,1,4,0.0,1,injection
37,7,10,9,13,4,4,21,1,3,0,0,1,1,0,0,2.725480556997868,0.2826086956521739,0.08695652173913043,1,1,1,0,0,0,0,2,0,0,0,0,0,1,12,1,1,0,0,0,0,0,1,0,1,200,19795,1.0144886234849757,0,0,1.6694121880035393,1,0,1,0,0.0,1,injection
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,1,1,0,200,8129,0.2412842207029099,0,0,4.440858881585561,1,0,1,0,0.0,0,normal
29,10,0,0,6,0,0,23,1,4,0,0,2,0,0,1,0.0,0.20689655172413793,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,1,1,1,200,39448,0.5738651040021758,0,0,3.4422933598474463,0,1,0,1,0.0,0,normal
66,8,35,30,24,2,0,66,2,3,0,0,1,1,0,1,4.186569246460625,0.25,0.020833333333333332,1,0,0,0,2,2,1,8,0,0,0,0,0,1,65,0,1,0,0,1,0,0,0,1,0,403,47673,1.5889383508358792,1,0,5.086299262329943,1,1,1,3,0.2,2,xss
73,5,45,37,26,12,10,62,2,5,10,0,1,1,0,1,3.926103542511003,0.23636363636363636,0.10909090909090909,0,0,0,0,0,2,0,2,0,0,0,0,0,1,22,1,1,0,0,1,0,0,0,1,0,200,17465,1.3332501261010763,0,0,2.020694826598466,0,1,1,0,0.2,2,xss
59,22,17,0,11,0,0,48,1,6,0,0,4,1,0,1,0.0,0.1864406779661017,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,1,0,0,1,1,0,200,39309,0.5522359576104913,0,0,5.924594481350455,0,0,0,3,0.0,0,normal
35,16,0,26,17,4,0,37,1,6,0,0,4,0,0,1,3.825251737288651,0.2786885245901639,0.06557377049180328,1,0,0,0,0,0,0,4,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,0,200,27211,0.3962388925179196,0,0,1.2615220917496899,1,0,1,1,0.0,0,normal
32,13,0,76,14,7,0,87,2,4,0,0,2,0,0,1,4.853016086228522,0.12962962962962962,0.06481481481481481,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,1,1,0,0,1,0,302,23798,0.5671952888685178,0,1,1.286467021188097,0,0,1,5,0.0,0,normal
41,8,13,0,10,0,0,31,1,4,0,0,2,1,0,1,0.0,0.24390243902439024,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,1,1,1,200,10905,0.3949369712756441,0,0,3.8722748433938987,1,0,0,2,0.0,0,normal
63,7,33,25,18,6,4,58,2,3,4,0,1,1,0,1,4.243856189774725,0.20454545454545456,0.06818181818181818,0,0,0,0,0,2,1,0,0,0,0,0,0,1,49,0,1,0,0,1,0,0,0,1,0,500,6324,1.597746599645183,1,0,5.00876394796162,1,1,0,5,0.0,2,xss
32,13,0,43,9,12,0,54,1,4,0,0,2,0,0,1,4.507432777857286,0.12,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,1,0,0,1,1,0,1,1,1,201,36293,0.9797535632898525,0,0,4.944670121627208,0,1,1,5,0.0,0,normal
30,11,0,0,6,0,0,24,1,4,0,0,2,0,0,1,0.0,0.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,0,0,1,0,200,29721,0.06295005290587675,0,0,1.8055424121648371,1,1,0,3,0.0,0,normal
49,12,17,0,9,0,0,40,1,4,0,0,2,1,0,1,0.0,0.1836734693877551,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,1,0,200,21257,0.2507773958472035,0,0,6.5605187071317985,1,0,1,0,0.0,0,normal
36,7,10,8,13,0,0,31,1,3,0,0,1,1,0,0,2.75,0.29545454545454547,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,59,0,1,0,0,0,0,0,1,0,0,500,24694,1.8927500041583116,1,0,7.8309418512143,0,1,0,3,0.0,1,injection
33,14,0,39,10,9,0,53,1,5,0,0,3,0,0,1,4.31426624499232,0.1388888888888889,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,1,1,0,0,1,1,201,16118,0.1199906810131546,0,0,1.5525371813424664,1,1,0,1,0.0,0,normal
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,0,1,1,1,200,4563,0.24133902452993622,0,0,2.695964219388572,1,0,1,4,0.0,0,normal
69,8,38,30,24,2,0,69,2,3,0,0,1,1,0,1,4.186569246460625,0.24242424242424243,0.020202020202020204,1,0,0,0,2,2,1,8,0,0,0,0,0,1,72,0,1,0,0,1,0,0,0,1,0,403,6895,1.3432955593073845,1,0,6.938964988559321,0,1,1,3,0.2,2,xss
70,5,42,37,26,12,10,59,2,5,10,0,1,1,0,1,3.926103542511003,0.24299065420560748,0.11214953271028037,0,0,0,0,0,2,0,2,0,0,0,0,0,1,65,0,1,0,0,1,0,0,0,1,1,403,22019,0.2684485395460643,1,0,0.6740487664733412,1,1,1,1,0.2,2,xss
33,14,0,0,7,0,0,26,1,5,0,0,3,0,0,1,0.0,0.21212121212121213,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,1,200,17383,0.28600331740559715,0,0,2.7578423107053966,1,1,1,4,0.0,0,normal
59,7,29,27,26,2,34,24,2,5,0,0,1,1,0,1,3.8561962982193796,0.3023255813953488,0.023255813953488372,0,0,0,0,2,2,0,12,0,0,0,0,0,1,59,0,1,0,0,1,0,0,0,1,0,200,40570,1.5057045445801263,0,0,2.0255776564700714,1,1,0,0,0.2,2,xss
41,11,10,0,8,0,0,33,1,4,0,0,2,1,0,1,0.0,0.1951219512195122,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,1,1,1,200,1207,0.17153302498556178,0,0,3.539405073976481,0,1,1,0,0.0,0,normal
25,5,0,0,7,0,0,18,3,3,0,0,1,0,0,1,0.0,0.28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,1,1,1,404,12341,0.5271812511979184,1,0,6.866536313829558,0,0,1,1,0.0,6,recon
35,16,0,26,17,4,0,37,1,6,0,0,4,0,0,1,3.825251737288651,0.2786885245901639,0.06557377049180328,1,0,0,0,0,0,0,4,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,1,200,8568,0.1569855136324102,0,0,1.6719453419972488,1,1,1,2,0.0,0,normal
71,8,40,38,18,6,4,77,2,3,4,0,1,1,0,1,4.280693631807705,0.1651376146788991,0.05504587155963303,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,1,1,0,0,1,0,0,0,1,0,403,10594,1.8602101087032683,1,0,6.600202901783834,0,0,0,3,0.0,2,xss
36,17,0,26,16,3,0,40,1,5,0,0,3,0,0,1,3.825251737288651,0.25806451612903225,0.04838709677419355,1,0,0,0,0,0,0,4,0,0,0,0,0,1,35,0,1,0,0,0,0,1,1,1,1,200,37971,0.4624219143434231,0,0,5.126440089913131,1,1,1,2,0.0,0,normal
33,14,0,39,10,6,0,56,1,5,0,0,3,0,0,1,4.231058232227281,0.1388888888888889,0.08333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,1,1,0,1,1,0,201,13001,0.5873390660481026,0,0,5.540426144784078,1,0,0,5,0.0,0,normal
24,4,0,0,6,0,0,18,2,3,0,0,1,0,0,1,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,0,1,1,1,302,25275,0.8516552979823045,0,1,6.2794846632084385,0,0,0,4,0.0,6,recon
36,13,0,0,7,0,0,29,2,4,0,0,2,0,0,1,0.0,0.19444444444444445,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,0,1,0,1,0,401,16581,0.4559102342784572,1,0,3.956562589126975,1,1,1,3,0.0,7,api_abuse
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,0,200,20725,0.7698459907345716,0,0,1.5180677289147901,0,1,0,1,0.0,0,normal
49,7,21,0,18,0,0,31,8,7,0,0,1,1,0,1,0.0,0.3673469387755102,0.0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,22,1,1,0,0,0,0,0,1,1,1,301,47175,0.7208649384717115,0,1,6.641431886962304,0,1,1,0,0.0,6,recon
63,8,32,30,24,2,38,25,2,3,0,0,1,1,0,1,4.186569246460625,0.25806451612903225,0.021505376344086023,1,0,0,0,2,2,1,8,0,0,0,0,0,1,72,0,1,0,0,1,0,0,0,1,1,200,7832,1.1655858320227932,0,0,5.952200585656502,1,0,0,2,0.2,2,xss
34,15,0,0,7,0,0,27,1,5,0,0,3,0,0,1,0.0,0.20588235294117646,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,1,200,37921,0.13083638056997848,0,0,1.7646970731872231,0,1,0,4,0.0,0,normal
46,7,20,18,15,6,14,21,1,3,0,0,1,1,0,0,3.2390979179887864,0.234375,0.09375,1,1,1,0,0,0,0,2,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,0,0,200,49234,0.3867918755511862,0,0,7.76707508781443,1,1,1,2,0.0,1,injection
59,10,25,0,15,3,0,41,2,4,0,0,2,2,0,1,0.0,0.2542372881355932,0.05084745762711865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,0,0,0,1,1,0,500,22279,0.33993774716865,1,0,6.065101533962438,0,1,0,5,0.0,7,api_abuse
71,8,40,32,20,2,48,31,2,3,0,0,1,1,0,1,4.1875,0.1941747572815534,0.019417475728155338,0,0,0,0,2,3,0,4,0,0,0,0,0,1,65,0,1,0,0,1,0,0,1,1,1,403,25870,0.7655404381518177,1,0,3.53102560663298,1,0,1,1,0.0,2,xss
70,5,42,37,26,12,10,59,2,5,10,0,1,1,0,1,3.926103542511003,0.24299065420560748,0.11214953271028037,0,0,0,0,0,2,0,2,0,0,0,0,0,1,22,1,1,0,0,1,0,0,0,1,1,403,30509,1.2599157165276151,1,0,4.027678156386677,1,1,1,1,0.2,2,xss
33,14,0,0,7,0,0,26,1,5,0,0,3,0,0,1,0.0,0.21212121212121213,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,0,200,30352,0.3983242058875855,0,0,3.4045930501142645,0,1,0,1,0.0,0,normal
29,6,0,33,10,0,0,52,1,3,0,0,1,0,0,0,4.142138437212473,0.16129032258064516,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,22,1,1,0,0,0,0,0,0,0,0,200,27370,1.7179233067093054,0,0,5.744859774131858,0,1,0,2,0.0,5,auth_attack
36,17,0,0,7,0,0,29,1,5,0,0,3,0,0,1,0.0,0.19444444444444445,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,1,0,0,0,0,1,0,1,1,200,12109,0.1428502805749876,0,0,4.7234868077111525,1,0,0,2,0.0,0,normal
45,7,19,17,13,2,22,21,1,3,0,0,1,1,0,0,3.337175341123077,0.20967741935483872,0.03225806451612903,1,1,0,0,1,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,0,0,1,0,0,500,8405,1.9795825087818375,1,0,1.2813324603507674,1,1,1,0,0.0,1,injection
33,14,0,0,7,0,0,26,1,5,0,0,3,0,0,1,0.0,0.21212121212121213,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,1,0,1,0,200,35949,0.3488993688832009,0,0,3.3651693810548804,1,0,0,1,0.0,0,normal
30,11,0,0,6,0,0,24,1,4,0,0,2,0,0,1,0.0,0.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,1,1,0,200,44825,0.1006815989503554,0,0,1.811320383856516,1,1,1,4,0.0,0,normal
70,8,39,34,18,2,52,28,2,3,0,0,1,1,0,1,4.124083797069061,0.17307692307692307,0.019230769230769232,0,0,0,0,2,1,1,4,0,0,0,0,0,1,65,0,1,0,0,1,0,0,0,1,0,500,2833,0.5314325424936797,1,0,5.521664219960571,0,0,0,1,0.0,2,xss
76,7,45,38,28,32,0,54,2,7,0,0,1,1,0,1,3.9708400131019856,0.24561403508771928,0.2807017543859649,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,0,1,1,1,500,10921,6.382734449716231,1,0,5.902286042295354,1,0,0,2,0.2,3,ssrf
28,5,0,19,8,0,0,39,1,3,0,0,1,0,0,0,3.576617644908666,0.1702127659574468,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,1,500,48826,0.10693624370772208,1,0,6.464060887895723,0,0,1,0,0.0,5,auth_attack
27,8,0,0,6,0,0,21,1,4,0,0,2,0,0,1,0.0,0.2222222222222222,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,0,1,1,200,44875,0.4475340502622928,0,0,3.430118283813874,0,0,1,2,0.0,0,normal
23,0,0,0,6,2,0,15,2,2,0,0,0,0,0,1,0.0,0.2608695652173913,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,1,0,0,0,0,0,0,1,0,403,25743,0.761406026574765,1,0,2.2143745881702266,0,0,0,1,0.0,6,recon
34,15,0,26,16,3,0,38,1,5,0,0,3,0,0,1,3.825251737288651,0.26666666666666666,0.05,1,0,0,0,0,0,0,4,0,0,0,0,0,1,12,0,1,0,0,0,0,1,1,1,1,200,19288,0.2739899274939803,0,0,3.2968379828736674,0,0,1,0,0.0,0,normal
29,10,0,39,9,7,0,52,1,4,0,0,2,0,0,1,4.24040510342216,0.1323529411764706,0.10294117647058823,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,1,1,0,0,1,0,200,47467,0.22084223349006238,0,0,7.853065652453726,1,1,0,1,0.0,0,normal
29,10,0,39,9,7,0,52,1,4,0,0,2,0,0,1,4.384904386073434,0.1323529411764706,0.10294117647058823,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,1,1,0,0,1,0,201,28006,0.8258297786933683,0,0,4.555080686326488,1,1,0,5,0.0,0,normal
29,10,0,0,6,0,0,23,1,4,0,0,2,0,0,1,0.0,0.20689655172413793,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,1,1,1,200,2248,0.16914783779303966,0,0,1.2673142418405026,1,0,1,5,0.0,0,normal
73,8,42,37,26,12,10,62,2,5,10,0,1,1,0,1,3.926103542511003,0.23636363636363636,0.10909090909090909,0,0,0,0,0,2,0,2,0,0,0,0,0,1,49,0,1,0,0,1,0,0,0,1,1,403,5232,0.7272814989934816,1,0,5.710864649143447,1,0,1,5,0.2,2,xss
36,13,0,42,10,0,0,68,1,3,0,0,1,0,0,0,4.0799503875701,0.1282051282051282,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,22,1,1,0,0,0,0,0,1,0,0,500,28333,0.2811338105279727,1,0,4.3176889211856855,0,0,0,5,0.0,5,auth_attack
34,15,0,0,7,0,0,27,1,5,0,0,3,0,0,1,0.0,0.20588235294117646,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,1,200,49934,0.47743699878952683,0,0,4.087836390387512,0,0,0,3,0.0,0,normal
29,10,0,0,6,0,0,23,1,4,0,0,2,0,0,1,0.0,0.20689655172413793,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,1,1,1,200,13690,0.14742701109624162,0,0,5.003503878032595,1,0,1,0,0.0,0,normal
83,6,52,45,26,36,12,54,4,5,12,0,1,1,0,1,3.5441033076242405,0.203125,0.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,1,0,500,28621,0.19819081806391964,1,0,3.9872769087943207,0,0,1,5,0.2,4,path_traversal
